poliza;predio_cop_2024;estrato;sistema_constructivo;tipo_predio;localidad;area_construida;alcobas;banos;subestructura_cimentacion;divisiones_interiores;fachada;ventaneria;pisos_alcobas;tipo_cocina;pisos_baños;lavadero;puerta_principal;puertas_interiores
130;1040308.225;4;Mamposteria estructural;Apartamento;Usaquen;91;3;3;Cimentaciones - Estructura metálica;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Aglomerado
131;1631968.124;4;Tradicional aporticado;Apartamento;Chapinero;162;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
132;1262735.751;5;Tradicional aporticado;Apartamento;Usaquen;69;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Madera;Sin definir
133;976565.5244;5;Tradicional aporticado;Apartamento;Usaquen;88;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Madera;Sin definir
134;1343854.251;5;Tradicional aporticado;Apartamento;Usaquen;114;3;4;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Madera;Sin definir
135;337928.262;4;Industrilizado - Contech;Apartamento;Kennedy;72;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Semi integral;Ceramica;Sin definir;Madera;Madecor
136;601197.9545;4;Industrilizado - Contech;Apartamento;Kennedy;84;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Semi integral;Ceramica;Sin definir;Madera;Madecor
137;241791.6009;2;Mamposteria estructural;Apartamento;Tunjuelito;57;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Concreto;Sin definir;Sin definir
138;314351.8716;2;Mamposteria estructural;Apartamento;Tunjuelito;64;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Tableta arcilla;Aluminio;Piso afinado;Sólo mesón;Cemento afinado;Concreto;Sin definir;Sin definir
139;1761942.24;6;Tradicional aporticado;Apartamento;Usaquen;118;3;4;Cimentaciones - Caissons;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
140;1582663.439;4;Mamposteria estructural;Apartamento;Suba;168;4;4;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
141;231834.5053;3;Mamposteria estructural;Casa;Suba;74;3;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Piso afinado;Sin definir;Ceramica;Concreto;Metalica;Sin definir
142;542256.9786;4;Tradicional aporticado;Apartamento;Usaquen;86;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Caraplast;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Sin definir
143;743850.8338;4;Industrializado - Manoportable;Apartamento;Usaquen;98;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Aglomerado
144;1352522.504;5;Tradicional aporticado;Apartamento;Usaquen;118;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
145;1693570.708;5;Tradicional aporticado;Apartamento;Usaquen;153;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
146;1583547.553;5;Tradicional aporticado;Apartamento;Usaquen;116;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
147;1257407.487;5;Tradicional aporticado;Apartamento;Usaquen;114;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
148;1257407.487;5;Tradicional aporticado;Apartamento;Usaquen;115;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
149;785879.6791;5;Tradicional aporticado;Apartamento;Usaquen;72;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
150;785879.6791;5;Tradicional aporticado;Apartamento;Usaquen;72;2;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
151;1504488.058;5;Tradicional aporticado;Apartamento;Usaquen;160;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
152;463087.4597;5;Tradicional aporticado;Apartamento;Suba;45;1;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Seguridad;Madecor
153;494090.413;5;Tradicional aporticado;Apartamento;Suba;50;1;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Seguridad;Madecor
154;526382.209;5;Tradicional aporticado;Apartamento;Suba;54;1;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Concreto a la vista;Aluminio;Alfombra;Integral;Porcelanato;Vidrio;Seguridad;Madecor
155;958773.2085;4;Industrializado - Manoportable;Apartamento;Fontibón;90;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
156;526382.209;4;Mamposteria estructural;Apartamento;Usaquen;68;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
157;651022.7261;4;Mamposteria estructural;Apartamento;Usaquen;71;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
158;696682.3355;4;Mamposteria estructural;Apartamento;Usaquen;90;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
159;1049581.605;4;Mamposteria estructural;Apartamento;Usaquen;105;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
160;1068246.248;4;Mamposteria estructural;Apartamento;Usaquen;138;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
161;1122432.652;4;Mamposteria estructural;Apartamento;Usaquen;145;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
162;1137431.165;4;Mamposteria estructural;Apartamento;Usaquen;151;4;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
163;821244.2646;4;Tradicional aporticado;Apartamento;Suba;88;3;3;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Tableta arcilla;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
164;699432.9144;4;Tradicional aporticado;Apartamento;Suba;73;3;2;Cimentaciones - Estructura metálica;Ladrillo de arcilla;Tableta arcilla;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Madecor
165;202049.6655;3;Industrializado - Manoportable;Apartamento;Kennedy;43;3;1;Cimentaciones - Estructura metálica;Bloque de arcilla;Caraplast;Aluminio;Ceramica;Semi integral;Ceramica;Granito;Metalica;Sin definir
166;420445.6283;4;Tradicional aporticado;Apartamento;Usaquen;41;1;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Aglomerado
167;585480.3609;4;Tradicional aporticado;Apartamento;Usaquen;64;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Aglomerado
168;754444.4919;4;Tradicional aporticado;Apartamento;Usaquen;80;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Aglomerado
169;907691.0293;4;Tradicional aporticado;Apartamento;Usaquen;105;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Aglomerado
170;1483426.482;6;Tradicional aporticado;Casa;Suba;143;3;4;Cimentaciones - Zapatas;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Madera
171;1595331.819;6;Tradicional aporticado;Casa;Suba;156;3;4;Cimentaciones - Zapatas;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Madera
172;440092.6203;4;Tradicional aporticado;Apartamento;Suba;63;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
173;455810.2139;4;Tradicional aporticado;Apartamento;Suba;66;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
174;810309.8832;5;Mamposteria estructural;Apartamento;Suba;87;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Ceramica;Integral;Ceramica;Vidrio;Metalica;Madecor
175;971713.0713;5;Mamposteria estructural;Apartamento;Suba;105;4;4;Cimentaciones - Pilotes;Bloque de arcilla;Tableta arcilla;Aluminio;Ceramica;Integral;Ceramica;Vidrio;Metalica;Madecor
176;616915.5481;4;Tradicional aporticado;Apartamento;Usaquen;99;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Caraplast;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Metalica;Sin definir
177;825173.663;4;Industrializado - Manoportable;Apartamento;Usaquen;108;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Aglomerado
178;1112019.746;4;Industrializado - Manoportable;Apartamento;Usaquen;156;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Aglomerado
179;1281533.993;4;Industrializado - Manoportable;Apartamento;Usaquen;168;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Aglomerado
180;537541.7005;3;Industrializado - Outinord;Apartamento;Suba;76;3;2;Cimentaciones - Pilotes;Concreto;Concreto a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Metalica;Madecor
181;958773.2085;4;Industrializado - Manoportable;Apartamento;Fontibón;90;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
182;510821.7914;4;Tradicional aporticado;Apartamento;Usaquen;52;1;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
183;854644.151;4;Tradicional aporticado;Apartamento;Usaquen;87;3;3;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
184;717115.2072;4;Tradicional aporticado;Apartamento;Usaquen;73;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
185;1127737.339;5;Tradicional aporticado;Apartamento;Usaquen;70;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
186;1772158.676;5;Tradicional aporticado;Apartamento;Usaquen;110;2;3;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
187;295814.9959;4;Mamposteria estructural;Apartamento;Suba;82;3;2;Cimentaciones - Estructura metálica;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Madera;Sin definir
188;1162316.045;5;Tradicional aporticado;Apartamento;Teusaquillo;87;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
189;1005925.989;4;Tradicional aporticado;Apartamento;Teusaquillo;87;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
190;1381411.441;6;Tradicional aporticado;Apartamento;Chapinero;86;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Sin definir;Ceramica;Sin definir;Madera;Madecor
191;1118318.572;6;Tradicional aporticado;Apartamento;Chapinero;73;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Sin definir;Ceramica;Sin definir;Madera;Madecor
192;1199228.814;6;Tradicional aporticado;Apartamento;Chapinero;73;1;2;Cimentaciones - Estructura metálica;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Sin definir;Ceramica;Sin definir;Madera;Madecor
193;1787876.27;6;Tradicional aporticado;Apartamento;Chapinero;123;2;3;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madera
194;1581582.854;6;Tradicional aporticado;Apartamento;Chapinero;115;2;3;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madera
195;491174.7994;3;Industrializado - Manoportable;Apartamento;Suba;61;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
196;687644.7192;3;Industrializado - Manoportable;Apartamento;Suba;72;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
197;306493.0748;3;Industrializado - Manoportable;Apartamento;Suba;36;2;1;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Sin definir
198;983921.3582;5;Tradicional aporticado;Apartamento;Usaquen;95;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madera
199;891187.5561;5;Tradicional aporticado;Apartamento;Usaquen;83;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madera
200;787451.4384;5;Tradicional aporticado;Apartamento;Usaquen;76;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madera
201;1324207.259;5;Tradicional aporticado;Apartamento;Usaquen;128;3;4;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madera
202;1302438.392;5;Tradicional aporticado;Apartamento;Usaquen;133;3;5;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madera
203;1436705.935;5;Tradicional aporticado;Apartamento;Suba;117;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madecor
204;962702.6069;5;Tradicional aporticado;Apartamento;Suba;99;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Madecor
205;943055.6149;5;Tradicional aporticado;Apartamento;Usaquen;80;2;2;Cimentaciones - Placa flotada;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madera
206;1134613.787;5;Tradicional aporticado;Apartamento;Usaquen;105;3;3;Cimentaciones - Placa flotada;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madera
207;1493171.39;5;Tradicional aporticado;Apartamento;Usaquen;120;3;3;Cimentaciones - Placa flotada;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madera
208;667997.7272;5;Tradicional aporticado;Apartamento;Usaquen;72;2;2;Cimentaciones - Placa flotada;Sin definir;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Sin definir;Madera
209;723009.3048;4;Mamposteria estructural;Apartamento;Suba;83;3;2;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
210;836961.8582;4;Mamposteria estructural;Apartamento;Suba;94;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
211;1039325.876;4;Mamposteria estructural;Apartamento;Suba;112;3;3;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
212;467598.4091;3;Industrializado - Outinord;Apartamento;Usaquen;69;3;2;Cimentaciones - Pilotes;Concreto;Graniplast;Aluminio;Alfombra;Integral;Ceramica;Sin definir;Seguridad;Madecor
213;492353.6189;4;Industrializado - Forsa;Apartamento;Suba;70;3;2;Cimentaciones - Pilotes;Placa board;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
214;561903.9705;4;Industrializado - Forsa;Apartamento;Suba;80;3;2;Cimentaciones - Pilotes;Placa board;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
215;605127.3529;4;Industrializado - Forsa;Apartamento;Suba;88;3;2;Cimentaciones - Pilotes;Placa board;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
216;983724.8883;4;Industrializado - Manoportable;Apartamento;Suba;102;3;3;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
217;892562.8455;4;Industrializado - Manoportable;Apartamento;Suba;92;3;2;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
218;1055436.409;4;Industrializado - Manoportable;Apartamento;Suba;111;3;4;Cimentaciones - Pilotes;Concreto;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
219;707291.7112;4;Tradicional aporticado;Apartamento;Suba;76;2;2;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Porcelanato;Integral;Porcelanato;Vidrio;Madera;Madera
220;849928.8729;4;Tradicional aporticado;Apartamento;Suba;103;4;4;Cimentaciones - Pilotes;Bloque de arcilla;Concreto a la vista;Aluminio;Porcelanato;Integral;Porcelanato;Vidrio;Madera;Madera
221;801597.2727;5;Tradicional aporticado;Apartamento;Teusaquillo;68;4;5;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Melaminico
222;907691.0293;5;Tradicional aporticado;Apartamento;Chapinero;63;2;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
223;1060937.567;5;Tradicional aporticado;Apartamento;Chapinero;74;3;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
224;1245619.291;5;Tradicional aporticado;Apartamento;Chapinero;87;3;3;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
225;1493171.39;5;Tradicional aporticado;Apartamento;Chapinero;100;4;4;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
226;190968.762;5;Tradicional aporticado;Apartamento;Chapinero;129;4;4;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
227;812206.6483;5;Tradicional aporticado;Apartamento;Chapinero;53;1;2;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Otro
228;980777.8395;5;Tradicional aporticado;Apartamento;Chapinero;64;2;1;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Otro
229;1088050.416;5;Tradicional aporticado;Apartamento;Chapinero;71;3;1;Cimentaciones - Placa flotada;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Seguridad;Otro
230;895902.8342;6;Tradicional aporticado;Apartamento;Chapinero;60;1;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
231;1194537.112;6;Tradicional aporticado;Apartamento;Chapinero;80;2;1;Cimentaciones - Pilotes;Bloque de arcilla;Ladrillo a la vista;Aluminio;Alfombra;Integral;Ceramica;Vidrio;Madera;Melaminico
